"State","Year.x","Pre_Post_Parity","Group_Time_Period","AccesstoParity","Group_Time_Period2"
"Wisconsin",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wisconsin",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wisconsin",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Wyoming",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Wyoming",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
